ORDEM;NU_INSCRICAO;NU_NOTA_MT
3727;e09e646621ba0f5b2f779d582c2cd045cbbe9533;458
3728;ca0a8f2e825bf9e00f9595fdccb767c2756fe9e9;346.7
3729;7d88b44abcfaa998892f8164122cb6cc780ad793;
3730;b4f3bd18789825709d96c5dec24c76b151db8bd2;450.7
3731;7dd5590f4c2e7e3ada5ce3319a8ae510f8466fe2;437.2
3732;5610885196adbab6a05e4727e83f12eab1be309b;455.1
3733;fb6f3dd90a12a55c2ccbedc314f0ac8e970ee6a9;
3734;156a433259b86d40cad1cd676db2421ce546631f;406.6
3735;2239775b62d2b788d1ce960f8b5df03f292882f9;454.1
3736;787d45496723b444ab7a51c9ab51c3ac420742bc;534.5
3737;bdcd743208414860bf7cd93318b4aa69a449d434;
3738;69effdec4ed76ddad203f305624295d6fa498a7a;542.6
3739;81acd3c81c86fa37cd110389e90c9569536f96c8;
3740;b47a0b1b0ce82b09f5467bb63d396ecc8e33b439;504
3741;c99abba682b1c59199045c50bc7187451473a535;423.9
3742;28aa1f2ec19d4253724b50cb1f998d30a63ec081;656.6
3743;ec43a123a9b14f0f5b5c26ff5f2c4689a63993f6;378.7
3744;e04fcd5a0967c8a1559b6242b3611c1b6d13131e;375.3
3745;3c03fd1cb7a89d15ff953ce5d6df8de1857d4c41;382.2
3746;3cc28f20bcbb02acca7ab1407efeeccf040981ca;514.3
3747;a90df1db136ae36a17d8761fb34be6e3a7106c8f;529.6
3748;f0cfe71092247533ea4c3914b4460240c4bf660a;
3749;13fca23d0b02bb871a62aec9525225d55843b091;459.4
3750;16043f5dc3adff254dc18d023ec647ca5c40b5e9;537.2
3751;ab88dfb7ab25730c36e7dfb4f436583387308644;375.8
3752;08be4a1de73d4d99d91fa4682e36ad48fd12cb45;691.4
3753;8d61561f2511b45fe6d7e485bf643f36e5c963f7;
3754;a5867f925eee7503a21b493dd0f3fd509836c723;470.2
3755;14b6df183ccfdda370493a502d6b995df4f57c7c;356
3756;c78453ebc9574fc3f44b599f9c93bddf76d274ff;
3757;9c24d57f3d4f4f93b8aa33920116174d7b9bdd47;830.1
3758;b88d2caa0a7da842167b60850bd1048d43bd3de7;
3759;6f946c1a3e8254910e1808967c77a47241d7a037;
3760;bc0230718b753eb8e9ef613dbfd29bbb9203cc20;351.8
3761;a4004531cfe584df34c8081f09f3532e828a2a9a;
3762;ad6873e9c4281409da2a8441968496e6b1080be9;405.2
3763;40c97399a8584bfc48eee7d4653b6094e841c8c0;512.7
3764;57b7a5df212bd6e1510acd727dddeadf131009d7;399.9
3765;74e5cbc723faa4c719ab8f86748404deda3fefd4;508.5
3766;165fb23cd455fc8f17f0ac56de7b414c65c697d7;359.5
3767;37af33d214705910ff3d6d909aed923b30f61bcc;478.1
3768;be8c3aede34ca93b847f2b83468942b17968c87c;
3769;03aa5efcb9526cafaf518f3e05096173f6f7b89c;547
3770;8665d7c7f0f441bcb2c7cd6e21560ba2142bcd54;
3771;51ae8194d33c0b166067443a3bc2ab3b1338e83b;633.1
3772;91c7a2d0c7231502e25a6fb6b7a772a2ca3137db;632.6
3773;1630b6ce8ae09e5ab74696fe80e502cb9e690323;515.4
3774;77067f0f337bc93d08ba7267a1ddd823006152bd;370.8
3775;711b25aa46f4b93ca9ad9e31774e5994b47f50f5;418.3
3776;d64124124ecf3812144ad8a044af3cdd17df4aa1;431.9
3777;2a4bc59484e942848de46e72fb0cd7ab94c99d58;381.5
3778;88237c242e69a10bc66393a3b767dd923d868c91;506.5
3779;2f3df395dbaf22da60240ffa3ffd54da58e8739f;595
3780;f4e6e1532758b9b80e2cf39acad5f3e87f155a53;
3781;33b445b56611e5daa59c7d0db46df8a5b4d3e344;403.4
3782;47a78bf69a860f1f51e51aa63d825532f41bfee5;477.8
3783;de0a9a1d9aa0499f1e2f2950c67fffb1049ec316;456.7
3784;00ad8037ded099646c7cc989151ff84150679593;0
3785;ca6e6d2a9a887ca6d3b87132dcc12ccfd774624d;528.5
3786;bddd243d16b56dea6609d10a27817928dfe9ee07;461.2
3787;064408c58551dbb3980ee5238da99c0e03b0817d;604
3788;2126d901450b73e2a31e11b30874c9755b1978b8;535.8
3789;86eacf2706fbbcb50ef90b4fdb53ad7d66b5874c;636.9
3790;3420dd5e4325d5ccab501e52a4e7557b0c1c7996;409.7
3791;b00775085f132d9f313153e7bd4db38bfdf05da2;416.6
3792;653de6110bea8e33ea63e5a010a2868778a61203;570.2
3793;c771c44232f6ae553494cf7085f2b3e515841133;776.2
3794;30978b8c212cfb6099b9a26df8c343e5e128116d;465.2
3795;1c0b5d1fc2ef81dcd0efb4c7b2caf7086bbe40fe;538.8
3796;f1d93a68debffa391d82c8f67689f148ab4a0e8d;356.2
3797;60154d2f03b41bdc2d13c9bdbabd505a81efb7be;759.4
3798;0cec98c8180a7c3fc66a6cea08ed1f84e178a02d;542.6
3799;80c1a1f4ac94775607befd4033765710285aa096;
3800;3d59e18eea65b492cca73a3b92c53936059c83a1;379.1
3801;f3f50c391ddc7141819a6c85ef1184455e85b4c6;419.7
3802;1770250c72494ddf25d263f223a47716d08ba001;695.4
3803;9a4bb55c1ae0e95ec05380085883b2ced1990e35;472
3804;1a7b46e84f84b35b2742462e0187429d84269f15;446.5
3805;5c33817555111adbc1edc558e020bc6527cb389b;
3806;fa75c0233bfe63ddff99793b853cd93c546115c4;531.2
3807;b0167690f83ba19f8981c4b4e31d0d3087bcc181;559.6
3808;a750a2f3c91c69c445217cd6fb90badcd022adf7;425.3
3809;787685efc618e014222236e0f19cae30b738affe;414.9
3810;2afd51914339ab2dda1a428f6f4b905fdd5ee7f6;
3811;693ee792778064e4356c195459beab7ecb8de82b;526
3812;dbf501645f6eb4bd9d06b4da3dbf392182e226b8;456.9
3813;d47451c4c86b638a154c8e2389891bd04c4ae5de;
3814;4ac4adf450c2a78de05e7110261236b47ab9f171;515
3815;f9f7a817d0dbb49c8aec59bffeb4ca8ffb1e3ae5;
3816;4358cc585a21b4b76b3b719b0412336a79cba26a;388.2
3817;cc99c0a9490aa96157055938e772e9c99315c2f3;
3818;ad8e1b7f33f19e70adc419c4fcd26971f2589cef;752
3819;a0213640f55a442a500013bdb4d9cad4335c0399;407.6
3820;40bd3ccf6e01008f0d3fc5b1336c544060c9785d;506.2
3821;2f71564ac479c544fbc9b831ce44a65565165284;445.3
3822;0f28ef2e614fec5ac0cff5868523c2f9bacef817;469.3
3823;a022662b9ddadba700603b89c5c6e745c391451b;449.2
3824;def03e1d5166ccb2e8f1761492303d1f61709be8;429.6
3825;4e4efc1fb6411ed4317f609a252d9aa5d96c8b6b;391.9
3826;0c1d564e94c461b3c5e2969bd449da032dda2883;
3827;1a11cf9c0060d2d193f8e54147090060efed123b;601.2
3828;2a09d8a011e5815bdcc1ce8ec524c4a04f59d8bd;402.5
3829;c42ff637462052f33040945a6bb842ab4b36f2b3;
3830;18b307a755a607ead3222ae23f4ba1618d79f8dd;384.4
3831;6df40f8e799be9e4418b853d57d41e4d2db74900;528.7
3832;a0e96790f0bfc269d93b8a8d995e5edd945e85aa;399.4
3833;7963bac0363e31f744e4c8e2e4f4440012b48ced;395.9
3834;98d2bdc171398093bd03331822c27a355e7af8ed;370.7
3835;18d43215cf02108ae4c4bb21644fcf25880fe1a2;433.7
3836;3fa438c7bf47343ec49df263bbdfe1e7808fa1b4;419.2
3837;c1106d8da2f0ee7a76deefefa4bf34533e92d879;575.4
3838;9f5ea36a0a70865e863264e6b45cb3b69155a2da;369.7
3839;4ae12dce09980711fc220810e11bf4e0fffcba9f;409.3
3840;4532959b0ac4746de4650418d73cb9b4c11d13b3;400.9
3841;1a6013067170fde0ccb93a24837742126c292ab5;438.8
3842;d7d3213717bcd70f4cbff53d800b81e239e7f635;415.8
3843;f42f0da9420dec1f54f684192a15f9e17be5c173;444.4
3844;0400f160456cb4207d6d7f14c8c29ddae64b37e7;434
3845;667cc74421f9bf6c3856cc92a95708ac4b874b02;
3846;8f16a7f070a4b51dd7acb8a1d4a66e84c22faafc;351.9
3847;dd32d2e8acba338c8af517727e8988c6532c6e92;
3848;2fc68bdfbe0d2e2dabe00d61d704b76ab46f4bfa;575.1
3849;2335a2a971482129b60adccc1121faf65e5f275c;
3850;8b23ed4d53826c75628c538c9f950188d5d44b66;
3851;563fa2044fc6737a91ff29f81f9b8aeb475848d0;
3852;280ddc687477c10213fc09ddfc194e7c6e3a86b7;476.5
3853;746794f5d794e974618eafe3ccff05d93d5fb7a0;
3854;6d06dff3514905537ccc42266037c56433a83a77;
3855;f8536f660efb799d84e8138104d5f178e18ee1eb;590.4
3856;2e5a510aba11763fa82c083089222ace34a19439;448.4
3857;d7830f1e8a8fbab1d6c065a10cb7be00018cf308;498.1
3858;13af7f8da787b20e462dd9fa1bbc5e552fe2804a;524
3859;0a40dc51aefe8e56e05b1b89a62a5dc2d8cca441;815.5
3860;5eafad41bc228f22bbd877b2dc339d2cbbe85af8;581.9
3861;9438e9ea4be369b2ea75c0052c0febad71cd0903;616.7
3862;e7c3dacab6747cd321b18882ff83d4124912f62d;418
3863;752f64ed672bdbc1c63de74ee776c3b5a6668578;
3864;831bf4313e6c24182c7fbfa99852a06b0d5c99e2;
3865;524ed35ca33d3e3dd4d8484f27ce562c811a4c7f;808.6
3866;605f9be304bc0405554c74361dce85d6f3f60478;504.1
3867;c677f6b96f72dbd05fca15a51e358cdcaf11054a;371.5
3868;df506bf525b4ba63f717c4d94550eac09a46a5e6;411.9
3869;3055cdfd0536337758146169005fc5184709bcae;566.7
3870;47ccca4b5b0a050a4dce2e62cdd000a4590a1890;480.6
3871;41f596d6ef6eed26d2b98fdbacd9d2062bf15c96;649.9
3872;e0ef53dc5874b5d566f23a55ac7bc0af27789986;
3873;f59e8d8ecaa6baffc7c99b792ca6598166864002;
3874;a193fd7cd85deeb0064b3621f1637b860d2ead3d;474.8
3875;7562aa380af2c21d052aefb2f5ce479360ac85a3;343.5
3876;e6bd80d92a36b49bf859bd0ae1d4eeab6550a6c5;396.7
3877;e1b1b961b1a879ad8408eb923e89664cb7396ac4;560.7
3878;a05c62e4f84774dbb7241bbdbd892484f41a576c;
3879;522ec3736dff07de853dba2905dd19c02d3d7781;357.7
3880;f224918d84008fd0a2fc14396cc6b32c79bf7052;
3881;a62ac94e44843215a0f01f01f1c765edc8cc7d39;407.9
3882;c2b03fe9e9ea0b7ce5285af1ada167317591c997;
3883;180807185b67cb1d974ad2d13106e922df95483d;677.9
3884;c72c3b2dc4b359ebdf8bd368bc3572482f80952c;465.3
3885;ecd989031cba98e224749320dcc7a2c7a6ee4236;389.3
3886;72b891ed97a7bfa7f6460b4363a13d7f724f7fea;675
3887;f76ffa450ab746f0593ff4b09bd02736ea2b6fed;548.9
3888;580a552173fafeb5cc9665dc4c4b9d10cff48690;
3889;51d4c260b08b1d3a97c92f2be4fcb6ecda7e62ab;
3890;29ecc313a5e82cd417d5a1bcc89232cf292e8c98;555.2
3891;59d77d2eff725e324bd59fba660e9a62f23f3cb8;483.6
3892;2be9f7a3611910ff77f42681d6b3282add2c8bc6;587
3893;bf0d3da8203ac692a5d166ffafad673a21f3df62;507.4
3894;c31960fb772216f2d6dffd1b5348b3b460f9f246;452
3895;c1742b084e259b0884670a609d709598b02aca05;344.6
3896;22967f2cfb28705d0648ee24d680e046fc527a38;418.8
3897;074e56e87ea90c4a4d3f958be858d152b8aae7c9;438
3898;f04847ed9c2ac4849f8968722ab774410a326223;609.7
3899;fc3b4c4ac5d946350037abc9a81090eaca3653ba;468
3900;4f5f81f6ba65897b5ed48c419f15b0b3d484f51b;397
3901;ddf2a3ffbc4a325fe89432b4f69b8fbdeab3a6e4;625.6
3902;92eda2cd4c7b9b55514747465b2b9931aa2de2c3;
3903;81f7346364a05a62b40e34383495dcde49932214;388.3
3904;0ad1f53a135e12db9b7d6fea65d87d1322cdb034;557.9
3905;4b1ae142a87cf9fc6e0fc64c8212fc7ddce38d6b;437.3
3906;227e444f44acfb2bf7ab2b96d9ed55d12744498c;
3907;6732bb2dc5f39c81dbaa60eb4fa40fcc7689ed48;579.9
3908;83040997df1506d7f391c34aa78919d9bc55e518;388.6
3909;709d57e18235643101bf13a1a095b7e6e22f596b;408.1
3910;03927acc0260ef3e8a9dd0557bfd8ee947477206;394.7
3911;dca921f7d6721a7649cb8845bef2e432b6e71ae5;394.4
3912;845baf7dfdf58a59d73a39a61282bc2d363d7579;515.6
3913;c8c6cc22f323f575f9ec89832972fe568fbc9fc8;361.3
3914;8cbaf1483e3b55f5eb74e18499e3a5e10ede4899;381.6
3915;da4bd8947a0249ca452cbee94410d58b531f8201;
3916;1f564b5404707c7e20545ee199831559837999ac;372.8
3917;f5c85d5b9bbda67bb91cd9d581b50fa853bf40c2;470.3
3918;477dd19b2bd3bd873a702432d4158c9bf57529a1;373.8
3919;122191f7c72d9fbf228a6368a65c88e2beea3279;
3920;20a540d2bd11b81f23c580aa93492df61f17c045;357.5
3921;f510f6a90716ae606ac74b5d7ad68e073754c9d8;403.5
3922;d20f7dc1bf8a9892163b351bdb1649c92a2f0f98;472.2
3923;ed2e788578107f6779948f26cc94ffa3053bed0c;
3924;80d88b1cfc11a1c06521d4165f09e13ff9e792fd;384.9
3925;2cd40c6e18d7b46a9c017930a84d8e52e6ec2a02;419.8
3926;86662017ee576846d3ae9ef8c5f6dc8932af955d;615.6
3927;890c074615643ce695fce554898b0581f54e466e;505.1
3928;40f353b81c363d6bd953ca11d4bba88cdfddc3e8;
3929;775f4c2bcc69084033a85b9b1fa164637303b356;413.5
3930;b9a91882318dca8346587c9116e26d40c95460a9;
3931;db3b695148afdd100cd05da2ef6a276f08d4fff7;
3932;6b82a513a2fb377ea9e21d2480a2ea19f22802e9;510.2
3933;bd2a2a01bc13cd2e8088533df8311d19150ae298;555.2
3934;f68ecea84251e7e9b1f141d8cbeae4391b35889c;407.3
3935;18bfd177488344b526ffa72e7c6bd9de7157eff9;397.2
3936;c31d9443128b88b00fd36f568a1f5edc1ce563e9;446.4
3937;b63af87b144cb9b6faa1db57d71f91c9d4aacda1;398
3938;42fd0a628b3c609b3ac6ed492da7eaed1fb1dcb6;
3939;fd54251872018f7b4b8eb3a4cbc6b4595cb2f148;437.1
3940;95d170d6c4f2c972c5f2f25b3ec4f5700349f441;389.9
3941;05afc0be7b78a3ddcb68556e42e39d7dbd96600a;382.4
3942;4e5e638b3f5a88648edc827fb700a1c0d754d754;582.4
3943;7e42f08685aed5b977bde2d37447a4b135922934;
3944;e0e0b4513c5de5324e3392c0493b2e409d1b8f34;419.8
3945;0e4fe07d880b9c0a7e104f9b72400592f5256b91;535.6
3946;bd11c0232dd63dc37f96751f987ede117cadb176;
3947;675fa812129f8463ad6b84590a18fac2573d7428;
3948;867bc415c8751828e736c93ce7c614bd09d34d7d;416.7
3949;43c07638b266f2c52408309c3c72c002a1921f79;417.2
3950;717b022e14297a02e8b639aba76316b5e1ceb49e;538.2
3951;fa8e4f43b6dcf6124c4486b159f65fb0daaa666c;564.6
3952;cf394d04c056c7d31edfecf220050aecee0884b0;411.6
3953;68aad33747bb6ebc7a88db8b429e9e514b8573b8;743.2
3954;1ea8ecb4324f7236b821e778043f28cc77b6b76c;442
3955;a4d0feda8eeeb82226a162d5524cafc764eb9d22;442.9
3956;1237dffd6e3bd1b2bd1aac3d860c3f6ae56cf8e5;566.4
3957;39e40239271fbabb3537dc6ee522cd50b1a2e6b3;
3958;90356d9972b085527da8e6fccc9678fb5d9996d8;411.8
3959;8d5a380e79cdf4746461940d2762b76371196df8;506.3
3960;67fc7bc0b7afc6bcdfeff44c2a74372b3c9e1542;406.8
3961;6e5cdbcc8231d212f915d0de52878af9ebbfc1da;482.8
3962;5dd9039a4de45ddf3458348618a6de4cf4349b14;
3963;41cf41bfd8de5c077c5ebebcf1eccd647f71aca5;442.9
3964;27b2825138c4def3295aa36979edc62f01ebb18d;
3965;7f7f4ad2be8ee39f8108ff005a36215a02084cf8;443.8
3966;28f5d4055a6516f85f53321060f959a255a74948;417
3967;b3c402d146d73a91723b83a22cdc02af658c2282;538
3968;c392ac40d07ef0695694be4ddb3e32385c1e62d0;
3969;72382a9e9aa5e9bbd78207960eaea9939378f63f;
3970;31977051e7c1c3979ddc7dc717e37a7960969784;530.2
3971;101d1aff4431056016a6b2eca1ec1f9ae5e72697;
3972;fa0c0c5504311c5b0521110235b7d4296feaf428;
3973;b58aeb64280df7694430e597de6ec9ff070e53cc;743.9
3974;8b59c33844df96fe2764c0c01318576a98c1e603;
3975;f4dcf151275ea7283de04c2abfd6c68ff98c935a;415.6
3976;b0bc81dbedae67b573b359942b14e88ee6ac837c;
3977;66dda8b5a5d4c1d0eea56d0a48f1fb19ebc12219;429.9
3978;88e80d262a5a6c11ddb002fd334dc0472e1b411c;349.6
3979;d17d9cbae5353f48c99e594e99f53c227b49d918;410.4
3980;6ceb573f0bc89db2d0990a036fab7f8d25cb377e;649.8
3981;2e60116bc694c0274ac6e6c16a4d8cdd13ab374b;823.9
3982;1682187e4912215625e16cfa77dc0e72e15e1102;356.3
3983;91fd6680261feb08de4a89b0597fa83df1a97c2b;403.4
3984;f4f22e6fd3136b569f28182708730fa9a89e2a95;
3985;b6204c9465c9a5f5a3560f877b043ff64037e703;527.7
3986;9dccf1ad4e327b50fa0bd27d17c1de76dd03e988;
3987;0dbec8d458cd7ecc8c0f9bf19ebc7fbd4c682f7b;
3988;c7a9743a8488d8a46a15f47599d64a8a61edefeb;709.8
3989;8c6d0ed14a711ce25f40f941340b33a58b664f40;521.5
3990;1b05fa371d84358ad919e0435cf1556112588f93;384
3991;c1300e43b94d298d370a7b88b561cba197e3c919;378.6
3992;4354e0994616ce1c7075323160c30416049fb242;552.5
3993;3eb9969dc0502e667d7967a287099be1d6f26d6e;573.6
3994;e154209b428234ef1da7112ddd94cc93b57e3dc3;542.1
3995;73ba40b6c9ff6a7e406e538f9a6ff9bb46242c78;
3996;8ba3244957c8958424340be8631d30fabbdfb82c;499.7
3997;35323599ff2454259ede17e5ea4011429b3306fd;699.7
3998;319c7af9afa349a2bc6d3cf28902bf21f01a0057;472.8
3999;14aa11c5ac382a3941b41a65fd518ee9fcbd80fe;579.5
4000;cdbee6779eb56e9631e8935ffd65ab7eaea02820;
4001;8b203957134b4b7ad2db4ff11930da3b627a86e6;
4002;08c1cb35cdcf8f4d80af2e926e1be65c644144fa;636.2
4003;945d25496c8cf38122d6f171d99784d5dff15ef1;526.6
4004;415b4e4f5a7785845eb3c345e02c7becd24d3709;441.6
4005;012a551858eace1b895a114857c4e64e9c8f5830;
4006;44342d19b612db28a0bf8e25bb3f79f064469914;494.3
4007;1ab9485367588b5444af248ae60399a32a35ac8b;
4008;b1c0237df44abba00c04ef06c8fb3cdf4b540a7e;408.2
4009;8a50a4ebf6936c5e7fffb8cd054340de41bd0a1b;505.9
4010;47dd64b59efec2d43cf8815f9c1ebc88f1116d4c;443.6
4011;0c8238bb82822e73171771a75d93374aa7a49062;
4012;177024395969620a44b8df64e8b3c5d8da638166;378
4013;a9ffdbbd0e5b1dd2b06827e2c7ab16648eaf2cce;388.4
4014;e800eed4b8f5afcb0fbc3f6c25268b70677e3a4b;582.9
4015;021630865805c0eb5b4ff98a73c82d0cafc54a04;
4016;75fcfee5d24e5ba9cfb85fd4f6ad8fee7e33dd43;
4017;9a20409d48363d79e19d729da7e36f833e71b0c7;495.2
4018;49bcced8d8a0495640cba5bc912c8412c71e5780;481.4
4019;de01ee130ab69f85a5a580ada2d0313744c45468;488.5
4020;2618a9505d5c4abdcedf4d9d22d8b4768953d4ea;817
4021;d957f4cd6a6a4c510b530b57c38370641eff569a;
4022;381f8ef1505709b22202da014de199362cee25d0;584.6
4023;19153888cc79eac6a30c64ba89fe00fce950a4a0;
4024;74dd39475ecc4ff451bcc1d951efcb200357467a;
4025;4fbc2679b1a138a7a3dfa9368b48d5b7d71c83ad;359.7
4026;03792baa50dcd8f4f0e5880e006c18098633d4dd;456.9
4027;eae0634d619fbb8d1161985f012cf5dbb9dbda20;
4028;1d11914bee9a392a8e137ed5dc88ab048e4afaba;
4029;db80540d8c1df59277f3450c50a4d209f7af8715;477.4
4030;9be3c52f92e41e802c1d948d32cf30ca97142a07;
4031;4195bee6d2d6470ab23598521d1b21f08ef2f587;473.1
4032;a092a2f68058076050427680ec52f5a1b9b583a3;373.8
4033;d780aa3a14d5b2fb48e4bff1fadaf07bc1936309;
4034;19e126244ee956cadf64add2c3cca37f5836e993;508.1
4035;fdf4302d71cc5b87eebcd45589062cd6e0b1aaeb;387.7
4036;fbbbb9dd934ec73bdea5f50aca6f381f2f8970b4;422.9
4037;8cfd1b9a42b9eefb89656366b7618eb91f8be48a;376.6
4038;9f9b0f570e629bec7883027ebf293fb36db48e7f;537.4
4039;f20a256153c8423eac06fa3e957e952eaca99d09;449.9
4040;02196fd98187f521533fb1a0bb51535b76932eb3;410.9
4041;3130da1c132477a91cbe06c26500b6a828943699;682.2
4042;bbbb9eebff74f97a1faf3ef7fbefccff5153d9c3;550.8
4043;616707c4f99ff2a8d81cd5f25071536c0227931c;365.8
4044;bfdea6c87c47575c2115982adc205a8cec797912;
4045;95b02258472db4e7a0bd708cb63242df16d74f2c;475.7
4046;3fceaceadea248f789bc63649c09c601acd1f550;420.8
4047;294b87341985e655085b18de3943de2fa2b57f02;542.3
4048;b17ac1d497b535cae729ef1fa7351d2167ca0df0;477.8
4049;eb060dd3444363884255cbedead83f9115cfeab1;
4050;6e8d42fd333c8ed79af6dc5d0f12e232f44956f7;659.6
4051;6bec75cbdc97abe50dcc8c04c66cbda960851833;396.3
4052;58414ea8bcd00cfc985befbfbb5e700a3979879e;517
4053;55ac1c99e4ce86918ed88a166342723072386abb;
4054;f17b0ce43035971b6ec9807aadbf7767c35abbaa;420.9
4055;51d8bd97ff9a07d03bfd595db3b3944ba50e203e;360.2
4056;f84f0bc5583b25e82073651991ad3b6ca67903a4;426.2
4057;8c7d33ec4edb0b1a33b7adaa557c6c81acf25dfc;395.5
4058;b061a34f74e0c646926d06a49a65d99e18f4b7ea;396
4059;23c0f070d1396934f7aa7d5736769ef2326ed44d;373.2
4060;531f37ad0484c5d68762f165f5baf19972e8294c;441
4061;65aa6ff86faea4df218a3dceb831c141bd0ba3d8;404
4062;64ac32752238d68507a10b58c330cf9a719e6b57;423.6
4063;f3f25d0a1b7a8d7d8aba09c28a6dba2c320ce832;402.9
4064;3c265e0ac8ecc281124590c40647e6500c93519e;599.5
4065;41a39f4de08d1b93213a0107cff8a1208bc18a64;505.7
4066;298802db1ebbc0dce46a9e5a1626a6d81aca8b94;478.5
4067;72ec0d16f071ecfa187efad4875df3417821bc2f;564.8
4068;568e498854a92e93014cd85eb1b33df7af1a9600;
4069;f37db79f94284535296911973257b3ad11cf5116;481.3
4070;b4f417396bc0d21c044b5f9af6f696bfe02c9358;539.5
4071;34abe084daa50cff13d0d46aa850d1701b3de59f;457.4
4072;41c356bbadeb5469e684e78c3ffd27a68d6cc8c1;452.6
4073;b69e56e562bd54fa521c097a8f8eb3dae47807e3;448.9
4074;2d29395b510f69b63483e59e52cceb0a59659e84;547.7
4075;522048d697563082efe3d3a124011e188fb0052a;530.7
4076;65919d35ae9b105ee06fa70aa8e675848e210c26;567.6
4077;834907ef00f1721e60d8a5bc3abf35076eed2329;430.8
4078;cd07c1607befd7c1f934d1b005c509c0679feb5c;
4079;cf03d62575aabf3395ae2087fe6b6d096fd3e71d;461.6
4080;59ce2b9a67a3591af2b639eb3bb17c76228f03b6;
4081;c353b10f934639f008386112cf48f62e64629ab3;476.4
4082;51b633a12527ff07882b7aedc900499ac197182a;367.4
4083;93b2a6f8325c59e3676eb71f0e73de22027cbbcd;410
4084;b5f80a0edc8d616cad77a59dd569a4a10c617cd4;
4085;4352f677292686151ee691ce4b1f66926adf293f;489.6
4086;84aee45cf518cec09d7472ea60c99131e255a261;539.1
4087;c8e3dab52c6e04cf14690eb41c6037354c4a64f4;
4088;a9e3e239cb165869dc20ded78216026582b2ba0e;
4089;5f9794b938b966e5da37c14c8205c8257fd6a1ef;
4090;1005f1bd1aa66ac463243602ae6e00c0d9fcb154;422.7
4091;ee9948a3e4d78ca1b295c69fe58eeced682f34c1;
4092;aceb590bad1b745def9377141fb515032489ae52;405
4093;42903d6fe340f64ae722a434972e4fad41328d7a;410.1
4094;3dd7d23705b60374804708ece6b561042764b7af;462.6
4095;2bbfb56c67d27486504499bbfa28b6fab637adc7;
4096;dda026630dfb10ec033c5ff3ae8f577571860b4a;
4097;8ebd227308d0834b72062490ebb175bfb9d4b10b;520.7
4098;c17ce28990ec9a6cd64b87c1b62d7784dd0effad;
4099;7f0ced619d93b1e45a6e00ef76028fdc853a477c;533
4100;7e9a2ba3999e983fda4d20e509c705fb1818066e;450.7
4101;5dd143d12454b16747e3e15e18bd3c0a8208cae4;420.5
4102;b97d311cdface78a86592d55fc79bbea9338ca6e;
4103;5a58486b91bf58b11183e5f7ad9419913dbce4e6;476.2
4104;4d8f4e16c682df9645bb3b67d398ce4872366b1f;348.7
4105;8fa0e27069fc01977bd21a547a46863f2f6340e5;422.5
4106;f901519c18b3576d28c5325ab051d2b84db35962;
4107;a47fc131b65ccfe50af21d9a1a9fac2e28d502e9;
4108;f717e9934ed9787aafc7d67ce8524dcd48cae42e;404.1
4109;5c5ed6e3fca422798f302d4df5448ca5545ca9d6;643.1
4110;0ab4cb91d4e1e1854d866b37498ab84253fd316f;368.3
4111;3244b0cfd7f161bdba4989532bf3a771f32e513b;626.2
4112;fef98c647a33d7c1b6aab0c942ca1069dc238a95;355.3
4113;59021ffb0ffa8d14779ae577ad271c48d0662850;375
4114;2ac494a2a13421ce63a33e383495613bfc1bca23;
4115;362a50d06c0e38393596858ac80dd9b6a1794c58;438
4116;3ad019132766abe7f2422188d14edd7e33770712;
4117;f8b82924a667b94f75a9f186334168e6bdccb860;421.7
4118;d125fb94a7588624a8a72c9e48e18f5ea0463c77;383.5
4119;fe0343d555bb92cb23c8750c8540fdc59fdd1966;468.8
4120;30fa7453d836c31a8c090e863c3eaf9507a7b612;451.4
4121;0f054f7396591aad3321d85404b3f15e30e77d6f;
4122;0c0457b23812251701d05595bbeeedc56e3fea72;422.5
4123;3b7deb8765e8a2465646eeff78e2744bfceae7e4;379.1
4124;5b3642135b7689c47459add8db236cd1b4466a4b;
4125;b080f07e85f43aa0857aa5e955c53befdbc4781a;388.9
4126;6ae98dac4928f11ac3ee832f9311e4a154512687;398.1
4127;1cc8ce54fa962c0eb8cff8326e20d2d6105ea086;
4128;7ffbf3fa705a38f17319e04e8401a05a997b3d66;598.2
4129;018afb08b9458cff3750608a6e1d568aa4e6e8af;460.5
4130;f9f1170cf93b8a3348169193e027ddf995cc9122;
4131;fa1807a3a3a456f819576e3f4f5c508f82220cb7;
4132;388fc798b95933993b6e20408741b522baf751d1;540.4
4133;0ae5f5b7fe5144a84e8df66c183bebb04c5eec13;
4134;12bbe2a85b9b1c38ac557e695c597d73418ad390;563.8
4135;3a8e121ccd9bacb56c5561fe15eec7378123dc33;545.6
4136;2e7db84f57040d97f3623d94159305e4f5454182;404.5
4137;a498c8cd705cb4f68da7964629e41276139fb660;
4138;ae8159d0b2611d47057a59314f64f675c3527fdc;482.2
4139;df6a954787a84e3414cf696da788fddc3cb5045f;496.1
4140;23d34b92bb3043499a8b472e5a9ce666a0b2fe47;
4141;afcd627aecae463f1203886c24ae124a582be087;
4142;b48a2db39c3593f1d1e3f5c92fcfea3064cffc0b;391.4
4143;c278a88bee3bf9bd001124b43b2ce2253d2c3808;
4144;c6fb4bd76c37d27c3f4045fcf13ccc3cdfa1fe6c;512.8
4145;99f8003f6e68e96884aa3794e31e12ee0370ab7c;411.9
4146;56042a6287eca945bedebfdf5f1c90b19e20aa6c;442
